id,combo,category,name,fileName,planType,includeType,inferredPlan,inferredIncludeType,issues,combinations
"696f926ad5e7e0c7b4e9e304","sharepoint-online-to-google-mydrive","content","SharePoint to Google MyDrive Advanced Plan - Advanced Included","SharePoint to Google MyDrive Advanced Plan - Advanced Included.docx","","","advanced","included","missing_planType|missing_includeType","[""sharepoint-online-to-google-mydrive"",""all""]"
"696f926ad5e7e0c7b4e9e305","sharepoint-online-to-google-mydrive","content","SharePoint to Google MyDrive Advanced Plan - Advanced Not Included","SharePoint to Google MyDrive Advanced Plan - Advanced Not Included.docx","","","advanced","notincluded","missing_planType|missing_includeType","[""sharepoint-online-to-google-mydrive"",""all""]"
"696f951864f816edff35bf2b","sharepoint-online-to-egnyte","content","SharePoint to Egnyte Standard Plan - Standard Included","SharePoint to Egnyte Standard Plan - Standard Included.docx","","","standard","included","missing_planType|missing_includeType","[""sharepoint-online-to-egnyte"",""all""]"
"696f951864f816edff35bf2c","sharepoint-online-to-egnyte","content","SharePoint to Egnyte Standard Plan - Standard Not Included","SharePoint to Egnyte Standard Plan - Standard Not Included.docx","","","standard","notincluded","missing_planType|missing_includeType","[""sharepoint-online-to-egnyte"",""all""]"
"696f951964f816edff35bf2d","sharepoint-online-to-egnyte","content","SharePoint to Egnyte Advanced Plan - Advanced Included","SharePoint to Egnyte Advanced Plan - Advanced Included.docx","","","advanced","included","missing_planType|missing_includeType","[""sharepoint-online-to-egnyte"",""all""]"
"696f951964f816edff35bf2e","sharepoint-online-to-egnyte","content","SharePoint to Egnyte Advanced Plan - Advanced Not Included","SharePoint to Egnyte Advanced Plan - Advanced Not Included.docx","","","advanced","notincluded","missing_planType|missing_includeType","[""sharepoint-online-to-egnyte"",""all""]"
"69705d075db342c1893897ad","sharefile-to-google-sharedrive","content","ShareFile to Google Shared Drive Advanced Plan - Included Features","sharefile-to-google-sharedrive-advanced-plan-included.docx","","","advanced","included","missing_planType|missing_includeType","[""sharefile-to-google-sharedrive"",""all""]"
"69705d085db342c1893897ae","sharefile-to-google-sharedrive","content","ShareFile to Google Shared Drive Advanced Plan - Not Included Features","sharefile-to-google-sharedrive-advanced-plan-notincluded.docx","","","advanced","notincluded","missing_planType|missing_includeType","[""sharefile-to-google-sharedrive"",""all""]"
"69806f486e2187fba0c865fa","egnyte-to-microsoft","content","Egnyte to Microsoft Standard Exhibit","egnyte-to-microsoft-standard.docx","","","standard","","missing_planType","[""egnyte-to-microsoft"",""all""]"
"69806f486e2187fba0c865fb","egnyte-to-microsoft","content","Egnyte to Microsoft Advanced Exhibit","egnyte-to-microsoft-advanced.docx","","","advanced","","missing_planType","[""egnyte-to-microsoft"",""all""]"
"698c5c4482063125b325c48e","slack-to-google-chat","messaging","Slack to Google Chat Basic Plan - Basic Not Include","Slack to Google Chat Basic Plan - Basic Not Include.docx","","notincluded","basic","notincluded","missing_planType","[""slack-to-google-chat"",""all""]"
"698da99698c677ec58d51e2f","teams-to-teams","messaging","Teams to Teams Advanced Plan - Advanced Included","Teams to Teams Advanced Plan - Advanced Included.docx","","","advanced","included","missing_planType|missing_includeType","[""teams-to-teams""]"
"698da99698c677ec58d51e30","teams-to-teams","messaging","Teams to Teams Advanced Plan - Advanced Not Included","Teams to Teams Advanced Plan - Advanced Not Included.docx","","","advanced","notincluded","missing_planType|missing_includeType","[""teams-to-teams""]"
